"location","name","beta","cancap","cform","dform","idstart","idmax","iharv","laimax","laihar","rootmax","rpin","zalp","fawc","soiltype","hmax","atten","rsmin","laimin","zhmin","rootinit","zdatemin","l_pnr","laic","rootdep","hcrop","rsurf","ncrop","idstart2","zdatemin2","idmax2","iharv2","rname","switch","maxint","waten"
"D3","Oil seed rape, spring",0.100000001490116,2,1.70000004768372,0.200000002980232,100,166,237,4,2,0.600000023841858,60,1,0.200000002980232,"sand (FOCUS)",0.699999988079071,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,101,101,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D3","Oil seed rape, winter",0.100000001490116,3,2,0.200000002980232,245,145,201,5,2,0.600000023841858,60,1,0.200000002980232,"sand (FOCUS)",0.699999988079071,0.600000023841858,40,1,0.200000002980232,0.200000002980232,51,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D3","Pome/stone fruit",0.200000002980232,2,1.5,0.699999988079071,105,182,303,4,0.00999999977648258,0.800000011920929,60,2,0.349999994039536,"sand (FOCUS)",5,0.449999988079071,80,0.00999999977648258,4.98999977111816,0.790000021457672,106,59,4,0.800000011920929,5,60,1,NA,NA,NA,NA,"vr_ipf_",2,0.800000011920929,NA
"D3","Potatoes",0.5,2,1.70000004768372,0.300000011920929,130,201,258,4,2,0.400000005960464,75,1,0.5,"sand (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,56,NA,NA,NA,NA,1,NA,NA,NA,NA,"vr_ipo_",2,0.800000011920929,NA
"D3","Sugar beets",0.200000002980232,2,1.70000004768372,1,115,206,291,5,5,0.600000023841858,67,1,0.349999994039536,"sand (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,116,57,NA,NA,NA,NA,1,NA,NA,NA,NA,"vr_isb_",2,0.899999976158142,NA
"D3","Vegetables, bulb",0.5,2,1.5,1,115,181,244,3,3,0.400000005960464,75,1,0.5,"sand (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,116,66,NA,NA,NA,NA,1,NA,NA,NA,NA,"vr_ibv_",2,0.600000023841858,NA
"D3","Vegetables, leafy",0.5,2,1.5,1,115,156,201,3,3,0.400000005960464,75,1,0.5,"sand (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,116,62,NA,NA,NA,NA,2,217,218,253,293,"vr_ilv_",2,0.899999976158142,NA
"D3","Vegetables, root",0.5,2,1.5,1,115,181,227,3,3,0.400000005960464,75,1,0.5,"sand (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,116,65,NA,NA,NA,NA,1,NA,NA,NA,NA,"vr_irv_",2,0.800000011920929,NA
"D4","Cereals, spring",0.200000002980232,2,2,0.300000011920929,116,170,238,4,2,1,60,1,0.349999994039536,"loam over sandy loam (FOCUS)",0.800000011920929,0.600000023841858,50,0.00999999977648258,0.00999999977648258,0.00999999977648258,117,68,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D4","Cereals, winter",0.100000001490116,3,2,0.200000002980232,265,172,233,6,2,1,60,1,0.200000002980232,"loam over sandy loam (FOCUS)",0.800000011920929,0.600000023841858,50,1,0.200000002980232,0.200000002980232,77,67,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D4","Field beans",0.5,2,1.70000004768372,0.300000011920929,105,191,237,4,3,0.800000011920929,67,1,0.5,"loam over sandy loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,106,75,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.800000011920929,NA
"D4","Grass/alfalfa",0.200000002980232,2,NA,NA,NA,NA,NA,NA,NA,NA,67,1,0.349999994039536,"loam over sandy loam (FOCUS)",NA,0.600000023841858,NA,NA,NA,NA,NA,103,5,1,0.200000002980232,50,1,NA,NA,NA,NA,NA,3,0.899999976158142,NA
"D4","Legumes",0.5,2,2,0.300000011920929,113,171,222,4,2,0.800000011920929,67,1,0.5,"loam over sandy loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,114,74,NA,NA,NA,NA,1,NA,NA,NA,NA,"sk_ile_",2,0.850000023841858,NA
"D4","Maize",0.200000002980232,3,1.70000004768372,0.300000011920929,130,230,255,5,2,1,67,1.5,0.349999994039536,"loam over sandy loam (FOCUS)",1.79999995231628,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,69,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D4","Oil seed rape, spring",0.100000001490116,2,1.70000004768372,0.200000002980232,121,168,243,4,2,1,60,1,0.200000002980232,"loam over sandy loam (FOCUS)",0.699999988079071,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,122,73,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D4","Oil seed rape, winter",0.100000001490116,3,2,0.200000002980232,246,156,221,5,2,1,60,1,0.200000002980232,"loam over sandy loam (FOCUS)",0.699999988079071,0.600000023841858,40,1,0.200000002980232,0.200000002980232,60,72,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D4","Pome/stone fruit",0.200000002980232,2,1.5,0.699999988079071,110,186,303,4,0.00999999977648258,1,60,2,0.349999994039536,"loam over sandy loam (FOCUS)",5,0.449999988079071,80,0.00999999977648258,4.98999977111816,0.790000021457672,111,106,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.800000011920929,NA
"D4","Potatoes",0.5,2,1.70000004768372,0.300000011920929,142,233,266,4,2,0.600000023841858,75,1,0.5,"loam over sandy loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,143,70,NA,NA,NA,NA,1,NA,NA,NA,NA,"sk_ipo_",2,0.800000011920929,NA
"D4","Sugar beets",0.200000002980232,2,1.70000004768372,1,124,209,298,5,5,0.800000011920929,67,1,0.349999994039536,"loam over sandy loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,125,71,NA,NA,NA,NA,1,NA,NA,NA,NA,"sk_isb_",2,0.899999976158142,NA
"D4","Vegetables, bulb",0.5,2,1.5,1,113,191,256,3,3,0.400000005960464,75,1,0.5,"loam over sandy loam ( FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,114,105,NA,NA,NA,NA,1,NA,NA,NA,NA,"sk_ibv_",2,0.600000023841858,NA
"D4","Vegetables, leafy",0.5,2,1.5,1,130,201,269,3,3,0.800000011920929,75,1,0.5,"loam over sandy loam (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,104,NA,NA,NA,NA,1,NA,NA,NA,NA,"sk_ilv_",2,0.899999976158142,NA
"D5","Cereals, spring",0.200000002980232,2,2,0.300000011920929,74,135,201,4,2,0.699999988079071,60,1,0.349999994039536,"loam over clay loam (FOCUS)",0.800000011920929,0.600000023841858,50,0.00999999977648258,0.00999999977648258,0.00999999977648258,75,78,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D5","Cereals, winter",0.100000001490116,3,2,0.200000002980232,314,135,196,6,2,0.899999976158142,60,1,0.200000002980232,"loam over clay loam (FOCUS)",0.800000011920929,0.600000023841858,50,1,0.200000002980232,0.200000002980232,74,76,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D5","Grass/alfalfa",0.200000002980232,2,NA,NA,NA,NA,NA,NA,NA,NA,67,1,0.349999994039536,"loam over clay loam (FOCUS)",0.200000002980232,0.600000023841858,NA,NA,NA,NA,NA,108,5,0.899999976158142,0.200000002980232,50,1,NA,NA,NA,NA,NA,3,0.899999976158142,NA
"D5","Legumes",0.5,2,2,0.300000011920929,74,150,196,4,2,0.699999988079071,67,1,0.5,"loam over clay loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,75,80,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.850000023841858,NA
"D5","Maize",0.200000002980232,3,1.70000004768372,0.300000011920929,130,196,258,5,2,0.699999988079071,67,1.5,0.349999994039536,"loam over clay loam (FOCUS)",1.79999995231628,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,77,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D5","Oil seed rape, spring",0.100000001490116,2,1.70000004768372,0.200000002980232,74,145,211,4,2,0.699999988079071,60,1,0.200000002980232,"loam over clay loam (FOCUS)",0.699999988079071,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,75,81,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D5","Oil seed rape, winter",0.100000001490116,3,2,0.200000002980232,263,130,186,5,2,0.899999976158142,60,1,0.200000002980232,"loam over clay loam (FOCUS)",0.699999988079071,0.600000023841858,40,1,0.200000002980232,0.200000002980232,60,82,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D5","Pome/stone fruit",0.200000002980232,2,1.5,0.699999988079071,91,151,283,4,0.00999999977648258,0.899999976158142,60,2,0.349999994039536,"loam over clay loam (FOCUS)",5,0.449999988079071,80,0.00999999977648258,4.98999977111816,0.790000021457672,92,83,4,0.899999976158142,5,60,1,NA,NA,NA,NA,NA,2,0.800000011920929,NA
"D5","Sunflowers",0.200000002980232,2,1.70000004768372,0.300000011920929,121,191,243,4,1,0.899999976158142,60,1.5,0.349999994039536,"loam over clay loam (FOCUS)",1.79999995231628,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,122,112,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D6","Cereals, winter",0.100000001490116,3,2,0.200000002980232,334,89,181,6,2,0.800000011920929,60,1,0.200000002980232,"clay loam (FOCUS)",0.800000011920929,0.600000023841858,50,1,0.200000002980232,0.200000002980232,46,84,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.899999976158142,NA
"D6","Citrus",0.200000002980232,2,NA,NA,NA,NA,NA,NA,NA,NA,60,2,0.349999994039536,"clay loam (FOCUS)",NA,0.449999988079071,NA,NA,NA,NA,NA,94,5,1,3,150,1,NA,NA,NA,NA,"th_ici_",3,0.699999988079071,NA
"D6","Cotton",0.200000002980232,2,1.70000004768372,0.300000011920929,110,161,258,5,3,0.800000011920929,67,1,0.349999994039536,"clay loam (FOCUS)",1.20000004768372,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,111,109,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_ico_",2,0.899999976158142,NA
"D6","Field beans",0.5,2,1.70000004768372,0.300000011920929,91,121,166,4,3,0.600000023841858,67,1,0.5,"clay loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,92,89,NA,NA,NA,NA,2,189,190,220,273,"th_ifb_",2,0.800000011920929,NA
"D6","Legumes",0.5,2,2,0.300000011920929,110,140,176,4,2,0.5,67,1,0.5,"clay loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,111,110,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_ile_",2,0.850000023841858,NA
"D6","Maize",0.200000002980232,3,1.70000004768372,0.300000011920929,110,166,258,5,2,0.800000011920929,67,1.5,0.349999994039536,"clay loam (FOCUS)",1.79999995231628,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,111,85,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_ima_",2,0.899999976158142,NA
"D6","Olives",0.200000002980232,1,NA,NA,NA,NA,NA,NA,NA,NA,60,2,0.349999994039536,"clay loam (FOCUS)",NA,0.300000011920929,NA,NA,NA,NA,NA,95,3,1,3,200,1,NA,NA,NA,NA,NA,3,0.800000011920929,NA
"D6","Potatoes",0.5,2,1.70000004768372,0.300000011920929,100,150,196,4,2,0.5,75,1,0.5,"clay loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,101,97,NA,NA,NA,NA,2,217,218,273,329,"th_ipo_",2,0.800000011920929,NA
"D6","Vegetables, bulb",0.5,2,1.5,1,130,181,212,3,3,0.400000005960464,75,1,0.5,"clay loam (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,91,NA,NA,NA,NA,2,293,30,69,100,"th_ibv_",2,0.600000023841858,NA
"D6","Vegetables, fruiting",0.5,2,1.5,1,100,150,222,3,3,0.600000023841858,75,1,0.5,"clay loam (FOCUS)",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,101,92,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_ifv_",2,0.800000011920929,NA
"D6","Vegetables, leafy",0.5,2,1.5,1,227,273,334,3,3,0.600000023841858,75,1,0.5,"clay loam (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,228,88,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_ilv_",2,0.899999976158142,NA
"D6","Vegetables, root",0.5,2,1.5,1,56,105,133,3,3,0.400000005960464,75,1,0.5,"clay loam (FOCUS)",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,56,111,NA,NA,NA,NA,1,NA,NA,NA,NA,"th_irv_",2,0.800000011920929,NA
"D6","Vines",0.200000002980232,3,1.5,0.699999988079071,31,121,314,5,0.00999999977648258,1,60,1.5,0.349999994039536,"clay loam (FOCUS)",1.79999995231628,0.449999988079071,80,0.00999999977648258,1.78999996185303,0.990000009536743,33,107,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.850000023841858,NA
"Karup","Cereals, spring",0.699999988079071,2,2,0.699999988079071,116,161,222,5,1,0.699999988079071,60,1,NA,"loamy sand over sand",NA,NA,NA,0.100000001490116,NA,0.0500000007450581,118,113,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,10
"Karup","Cereals, winter",0.100000001490116,3,2,0.200000002980232,265,172,233,6,2,0.699999988079071,60,1,NA,"loamy sand over sand",NA,NA,NA,1,0.200000002980232,0.200000002980232,77,138,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,30
"Karup","Field beans",0.5,2,1.70000004768372,0.300000011920929,105,191,237,4,3,0.600000023841858,67,1,NA,"loamy sand over sand",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,106,133,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,5
"Karup","Grass/alfalfa",0.200000002980232,2,NA,NA,NA,NA,NA,NA,NA,NA,67,1,NA,"loamy sand over sand",NA,0.600000023841858,NA,NA,NA,NA,NA,135,5,0.699999988079071,0.200000002980232,50,1,NA,NA,NA,NA,NA,3,NA,10
"Karup","Legumes",0.5,2,2,0.300000011920929,113,171,222,4,2,0.600000023841858,67,1,NA,"loamy sand over sand",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,114,132,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,5
"Karup","Maize",0.200000002980232,3,1.70000004768372,0.300000011920929,130,230,255,5,2,0.699999988079071,67,1.5,NA,"loamy sand over sand",1.79999995231628,0.600000023841858,60,0.00999999977648258,0.00999999977648258,0.00999999977648258,131,127,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,10
"Karup","Oil seed rape, spring",0.100000001490116,2,1.70000004768372,0.200000002980232,121,168,243,4,2,0.699999988079071,60,1,NA,"loamy sand over sand",0.699999988079071,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,122,131,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,30
"Karup","Oil seed rape, winter",0.100000001490116,3,2,0.200000002980232,246,156,221,5,2,0.699999988079071,60,1,NA,"loamy sand over sand",0.699999988079071,0.600000023841858,40,1,0.200000002980232,0.200000002980232,60,130,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,30
"Karup","Pome/stone fruit",0.200000002980232,2,1.5,0.699999988079071,110,186,303,4,0.00999999977648258,0.800000011920929,60,2,NA,"loamy sand over sand",5,0.449999988079071,80,0.00999999977648258,4.98999977111816,0.790000021457672,111,134,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,10
"Karup","Potatoes",0.5,2,1.70000004768372,0.300000011920929,142,233,266,4,2,0.5,75,1,NA,"loamy sand over sand",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,143,128,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,5
"Karup","Sugar beets",0.200000002980232,2,1.70000004768372,1,124,209,298,5,5,0.600000023841858,67,1,NA,"loamy sand over sand",0.600000023841858,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,125,129,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,10
"Karup","Vegetables, bulb",0.5,2,1.5,1,113,191,256,3,3,0.400000005960464,75,1,NA,"loamy sand over sand",0.300000011920929,0.600000023841858,40,0.00999999977648258,0.00999999977648258,0.00999999977648258,114,137,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,5
